연번,호선,고유역번호(외부역코드),역명,수송연월,승차인원수
1,1,150,서울역(1),2022-01,1088949
2,1,151,시청(1),2022-01,507774
3,1,152,종각,2022-01,830732
4,1,153,종로3가(1),2022-01,656125
5,1,154,종로5가,2022-01,559733
6,1,155,동대문(1),2022-01,298111
7,1,156,신설동(1),2022-01,350672
8,1,157,제기동,2022-01,478656
9,1,158,청량리,2022-01,538777
10,1,159,동묘앞(1),2022-01,247026
11,2,201,시청(2),2022-01,533771
12,2,202,을지로입구,2022-01,947320
13,2,203,을지로3가(2),2022-01,531725
14,2,204,을지로4가(2),2022-01,308488
15,2,205,동대문역사문화공원(2),2022-01,321239
16,2,206,신당(2),2022-01,356353
17,2,207,상왕십리,2022-01,358216
18,2,208,왕십리(2),2022-01,407946
19,2,209,한양대,2022-01,164473
20,2,210,뚝섬,2022-01,544778
21,2,211,성수,2022-01,916248
22,2,212,건대입구(2),2022-01,964256
23,2,213,구의,2022-01,600164
24,2,214,강변,2022-01,791132
25,2,215,잠실나루,2022-01,346110
26,2,216,잠실(2),2022-01,1851542
27,2,217,잠실새내,2022-01,547082
28,2,218,종합운동장(2),2022-01,193603
29,2,219,삼성,2022-01,1277479
30,2,220,선릉,2022-01,1316432
31,2,221,역삼,2022-01,1234014
32,2,222,강남,2022-01,2205281
33,2,223,교대(2),2022-01,803529
34,2,224,서초,2022-01,528068
35,2,225,방배,2022-01,398230
36,2,226,사당(2),2022-01,949651
37,2,227,낙성대,2022-01,696895
38,2,228,서울대입구,2022-01,1224816
39,2,229,봉천,2022-01,604771
40,2,230,신림,2022-01,1649661
41,2,231,신대방,2022-01,680799
42,2,232,구로디지털단지,2022-01,1461253
43,2,233,대림(2),2022-01,619355
44,2,234,신도림,2022-01,1223122
45,2,235,문래,2022-01,516978
46,2,236,영등포구청(2),2022-01,558172
47,2,237,당산,2022-01,452325
48,2,238,합정(2),2022-01,828522
49,2,239,홍대입구,2022-01,1560626
50,2,240,신촌,2022-01,862740
51,2,241,이대,2022-01,321370
52,2,242,아현,2022-01,253327
53,2,243,충정로(2),2022-01,238079
54,2,244,용답,2022-01,73935
55,2,245,신답,2022-01,42143
56,2,246,신설동(2),2022-01,98828
57,2,247,도림천,2022-01,34818
58,2,248,양천구청,2022-01,173034
59,2,249,신정네거리,2022-01,262762
60,2,250,용두,2022-01,63847
61,3,309,지축,2022-01,112640
62,3,310,구파발,2022-01,524699
63,3,311,연신내(3),2022-01,944286
64,3,312,불광(3),2022-01,418526
65,3,313,녹번,2022-01,386546
66,3,314,홍제,2022-01,436636
67,3,315,무악재,2022-01,99512
68,3,316,독립문,2022-01,173296
69,3,317,경복궁,2022-01,492422
70,3,318,안국,2022-01,495666
71,3,319,종로3가(3),2022-01,249398
72,3,320,을지로3가(3),2022-01,250270
73,3,322,동대입구,2022-01,191854
74,3,323,약수(3),2022-01,326007
75,3,324,금호,2022-01,206255
76,3,325,옥수,2022-01,230860
77,3,326,압구정,2022-01,841177
78,3,327,신사,2022-01,827173
79,3,328,잠원,2022-01,119531
80,3,329,고속터미널(3),2022-01,1154523
81,3,330,교대(3),2022-01,334927
82,3,331,남부터미널,2022-01,731371
83,3,332,양재,2022-01,940251
84,3,333,매봉,2022-01,302906
85,3,334,도곡,2022-01,131405
86,3,335,대치,2022-01,306550
87,3,336,학여울,2022-01,48268
88,3,337,대청,2022-01,246201
89,3,338,일원,2022-01,241868
90,3,339,수서,2022-01,445944
91,3,340,가락시장(3),2022-01,229020
92,3,341,경찰병원,2022-01,181899
93,3,342,오금(3),2022-01,153595
94,4,409,당고개,2022-01,331508
95,4,410,상계,2022-01,483299
96,4,411,노원(4),2022-01,498307
97,4,412,창동,2022-01,666162
98,4,413,쌍문,2022-01,745606
99,4,414,수유,2022-01,870876
100,4,415,미아,2022-01,370014
101,4,416,미아사거리,2022-01,706265
102,4,417,길음,2022-01,507191
103,4,418,성신여대입구,2022-01,517545
104,4,419,한성대입구,2022-01,332253
105,4,420,혜화,2022-01,855994
106,4,421,동대문(4),2022-01,453279
107,4,422,동대문역사문화공원(4),2022-01,380745
108,4,423,충무로(4),2022-01,599615
109,4,424,명동,2022-01,468570
110,4,425,회현,2022-01,587008
111,4,426,서울역(4),2022-01,263604
112,4,427,숙대입구,2022-01,314909
113,4,428,삼각지(4),2022-01,124746
114,4,429,신용산,2022-01,411999
115,4,430,이촌,2022-01,197236
116,4,431,동작,2022-01,46026
117,4,432,이수(총신대입구),2022-01,483787
118,4,433,사당(4),2022-01,647791
119,4,434,남태령,2022-01,30874
120,5,2511,방화,2022-01,169178
121,5,2512,개화산,2022-01,140795
122,5,2513,김포공항(5),2022-01,217397
123,5,2514,송정,2022-01,170069
124,5,2515,마곡,2022-01,263805
125,5,2516,발산,2022-01,506717
126,5,2517,우장산,2022-01,358457
127,5,2518,화곡,2022-01,719400
128,5,2519,까치산(5),2022-01,740832
129,5,2520,신정,2022-01,346313
130,5,2521,목동,2022-01,421144
131,5,2522,오목교,2022-01,564129
132,5,2523,양평(5),2022-01,185098
133,5,2524,영등포구청(5),2022-01,101283
134,5,2525,영등포시장,2022-01,260911
135,5,2526,신길(5),2022-01,103079
136,5,2527,여의도(5),2022-01,680782
137,5,2528,여의나루,2022-01,225117
138,5,2529,마포,2022-01,349306
139,5,2530,공덕(5),2022-01,332349
140,5,2531,애오개,2022-01,164971
141,5,2532,충정로(5),2022-01,110999
142,5,2533,서대문,2022-01,437137
143,5,2534,광화문,2022-01,708633
144,5,2535,종로3가(5),2022-01,340098
145,5,2536,을지로4가(5),2022-01,145018
146,5,2537,동대문역사문화공원(5),2022-01,70551
147,5,2538,청구(5),2022-01,99944
148,5,2539,신금호,2022-01,157212
149,5,2540,행당,2022-01,204546
150,5,2541,왕십리(5),2022-01,122076
151,5,2542,마장,2022-01,149185
152,5,2543,답십리,2022-01,419387
153,5,2544,장한평,2022-01,467269
154,5,2545,군자(5),2022-01,292048
155,5,2546,아차산,2022-01,382925
156,5,2547,광나루,2022-01,336065
157,5,2548,천호(5),2022-01,491557
158,5,2549,강동,2022-01,472106
159,5,2550,길동,2022-01,209835
160,5,2551,굽은다리,2022-01,247499
161,5,2552,명일,2022-01,219746
162,5,2553,고덕,2022-01,234024
163,5,2554,상일동,2022-01,386157
164,5,2555,둔촌동,2022-01,222715
165,5,2556,올림픽공원(5),2022-01,106104
166,5,2557,방이,2022-01,186951
167,5,2558,오금(5),2022-01,90227
168,5,2559,개롱,2022-01,158792
169,5,2560,거여,2022-01,231439
170,5,2561,마천,2022-01,174515
171,5,2562,강일,2022-01,99935
172,5,2563,미사,2022-01,416316
173,5,2564,하남풍산,2022-01,106863
174,5,2565,하남시청,2022-01,168829
175,5,2566,하남검단산,2022-01,152563
176,6,2611,응암,2022-01,448267
177,6,2612,역촌,2022-01,97573
178,6,2613,불광(6),2022-01,113501
179,6,2614,독바위,2022-01,69963
180,6,2616,구산,2022-01,190576
181,6,2617,새절,2022-01,318255
182,6,2618,증산,2022-01,257931
183,6,2619,디지털미디어시티(6),2022-01,331170
184,6,2620,월드컵경기장,2022-01,107537
185,6,2621,마포구청,2022-01,360487
186,6,2622,망원,2022-01,386099
187,6,2623,합정(6),2022-01,355158
188,6,2624,상수,2022-01,229640
189,6,2625,광흥창,2022-01,221879
190,6,2626,대흥,2022-01,197409
191,6,2627,공덕(6),2022-01,444090
192,6,2628,효창공원앞,2022-01,173347
193,6,2629,삼각지(6),2022-01,160291
194,6,2630,녹사평,2022-01,126265
195,6,2631,이태원,2022-01,279730
196,6,2632,한강진,2022-01,244315
197,6,2633,버티고개,2022-01,50540
198,6,2634,약수(6),2022-01,90002
199,6,2635,청구(6),2022-01,92694
200,6,2636,신당(6),2022-01,211214
201,6,2637,동묘앞(6),2022-01,211148
202,6,2638,창신,2022-01,85133
203,6,2639,보문,2022-01,183249
204,6,2640,안암,2022-01,242178
205,6,2641,고려대,2022-01,191370
206,6,2642,월곡,2022-01,287308
207,6,2643,상월곡,2022-01,156316
208,6,2644,돌곶이,2022-01,236958
209,6,2645,석계(6),2022-01,308288
210,6,2646,태릉입구(6),2022-01,140180
211,6,2647,화랑대,2022-01,285886
212,6,2648,봉화산,2022-01,224112
213,7,2711,장암,2022-01,55809
214,7,2712,도봉산(7),2022-01,226287
215,7,2713,수락산,2022-01,328324
216,7,2714,마들,2022-01,323667
217,7,2715,노원(7),2022-01,517533
218,7,2716,중계,2022-01,349675
219,7,2717,하계,2022-01,442709
220,7,2718,공릉,2022-01,296362
221,7,2719,태릉입구(7),2022-01,217324
222,7,2720,먹골,2022-01,262636
223,7,2721,중화,2022-01,274772
224,7,2722,상봉(7),2022-01,439070
225,7,2723,면목,2022-01,392114
226,7,2724,사가정,2022-01,412774
227,7,2725,용마산,2022-01,154585
228,7,2726,중곡,2022-01,270511
229,7,2727,군자(7),2022-01,385349
230,7,2728,어린이대공원,2022-01,315834
231,7,2729,건대입구(7),2022-01,331121
232,7,2730,뚝섬유원지,2022-01,192224
233,7,2731,청담,2022-01,465704
234,7,2732,강남구청,2022-01,404645
235,7,2733,학동,2022-01,574863
236,7,2734,논현,2022-01,497085
237,7,2735,반포,2022-01,148091
238,7,2736,고속터미널(7),2022-01,421842
239,7,2737,내방,2022-01,357373
240,7,2738,이수(7),2022-01,408491
241,7,2739,남성,2022-01,277943
242,7,2740,숭실대입구,2022-01,293102
243,7,2741,상도,2022-01,269913
244,7,2742,장승배기,2022-01,233147
245,7,2743,신대방삼거리,2022-01,420428
246,7,2744,보라매,2022-01,242215
247,7,2745,신풍,2022-01,297881
248,7,2746,대림(7),2022-01,225571
249,7,2747,남구로,2022-01,393136
250,7,2748,가산디지털단지(7),2022-01,1065138
251,7,2749,철산,2022-01,535420
252,7,2750,광명사거리,2022-01,581016
253,7,2751,천왕,2022-01,283427
254,7,2752,온수(7),2022-01,247541
255,8,2811,암사,2022-01,479110
256,8,2812,천호(8),2022-01,395434
257,8,2813,강동구청,2022-01,263986
258,8,2814,몽촌토성,2022-01,156925
259,8,2815,잠실(8),2022-01,394829
260,8,2816,석촌(8),2022-01,204990
261,8,2817,송파,2022-01,187345
262,8,2818,가락시장(8),2022-01,202176
263,8,2819,문정,2022-01,520161
264,8,2820,장지,2022-01,441532
265,8,2821,복정(8),2022-01,237110
266,8,2822,산성,2022-01,136829
267,8,2823,남한산성입구,2022-01,339553
268,8,2824,단대오거리,2022-01,268232
269,8,2825,신흥,2022-01,112048
270,8,2826,수진,2022-01,139322
271,8,2827,모란(8),2022-01,125819
272,8,2828,남위례,2022-01,96758
273,9,4126,언주,2022-01,264361
274,9,4127,선정릉,2022-01,229014
275,9,4128,삼성중앙,2022-01,161343
276,9,4129,봉은사,2022-01,403301
277,9,4130,종합운동장(9),2022-01,108949
278,9,4131,삼전,2022-01,179328
279,9,4132,석촌고분,2022-01,157309
280,9,4133,석촌(9),2022-01,218200
281,9,4134,송파나루,2022-01,136333
282,9,4135,한성백제,2022-01,64408
283,9,4136,올림픽공원(9),2022-01,163091
284,9,4137,둔촌오륜,2022-01,23975
285,9,4138,중앙보훈병원,2022-01,249180
286,1,150,서울역(1),2022-02,916932
287,1,151,시청(1),2022-02,433602
288,1,152,종각,2022-02,679190
289,1,153,종로3가(1),2022-02,552205
290,1,154,종로5가,2022-02,476879
291,1,155,동대문(1),2022-02,252174
292,1,156,신설동(1),2022-02,300675
293,1,157,제기동,2022-02,366319
294,1,158,청량리,2022-02,439787
295,1,159,동묘앞(1),2022-02,206500
296,2,201,시청(2),2022-02,452316
297,2,202,을지로입구,2022-02,771064
298,2,203,을지로3가(2),2022-02,434177
299,2,204,을지로4가(2),2022-02,257422
300,2,205,동대문역사문화공원(2),2022-02,269495
301,2,206,신당(2),2022-02,306037
302,2,207,상왕십리,2022-02,305783
303,2,208,왕십리(2),2022-02,350744
304,2,209,한양대,2022-02,144467
305,2,210,뚝섬,2022-02,461813
306,2,211,성수,2022-02,776313
307,2,212,건대입구(2),2022-02,802017
308,2,213,구의,2022-02,514457
309,2,214,강변,2022-02,683063
310,2,215,잠실나루,2022-02,291408
311,2,216,잠실(2),2022-02,1514596
312,2,217,잠실새내,2022-02,461560
313,2,218,종합운동장(2),2022-02,162394
314,2,219,삼성,2022-02,1064601
315,2,220,선릉,2022-02,1101392
316,2,221,역삼,2022-02,1017029
317,2,222,강남,2022-02,1825198
318,2,223,교대(2),2022-02,682041
319,2,224,서초,2022-02,442813
320,2,225,방배,2022-02,334833
321,2,226,사당(2),2022-02,804342
322,2,227,낙성대,2022-02,592775
323,2,228,서울대입구,2022-02,1046689
324,2,229,봉천,2022-02,517170
325,2,230,신림,2022-02,1415625
326,2,231,신대방,2022-02,584941
327,2,232,구로디지털단지,2022-02,1233154
328,2,233,대림(2),2022-02,527534
329,2,234,신도림,2022-02,1044124
330,2,235,문래,2022-02,439635
331,2,236,영등포구청(2),2022-02,478463
332,2,237,당산,2022-02,384685
333,2,238,합정(2),2022-02,695334
334,2,239,홍대입구,2022-02,1306300
335,2,240,신촌,2022-02,735633
336,2,241,이대,2022-02,276324
337,2,242,아현,2022-02,217209
338,2,243,충정로(2),2022-02,205688
339,2,244,용답,2022-02,63612
340,2,245,신답,2022-02,35775
341,2,246,신설동(2),2022-02,83808
342,2,247,도림천,2022-02,29643
343,2,248,양천구청,2022-02,147018
344,2,249,신정네거리,2022-02,221431
345,2,250,용두,2022-02,52232
346,3,309,지축,2022-02,97399
347,3,310,구파발,2022-02,446354
348,3,311,연신내(3),2022-02,812739
349,3,312,불광(3),2022-02,359807
350,3,313,녹번,2022-02,328498
351,3,314,홍제,2022-02,378501
352,3,315,무악재,2022-02,84601
353,3,316,독립문,2022-02,153835
354,3,317,경복궁,2022-02,423962
355,3,318,안국,2022-02,415306
356,3,319,종로3가(3),2022-02,215661
357,3,320,을지로3가(3),2022-02,207095
358,3,322,동대입구,2022-02,169219
359,3,323,약수(3),2022-02,279314
360,3,324,금호,2022-02,175145
361,3,325,옥수,2022-02,194617
362,3,326,압구정,2022-02,704435
363,3,327,신사,2022-02,694604
364,3,328,잠원,2022-02,100593
365,3,329,고속터미널(3),2022-02,1011943
366,3,330,교대(3),2022-02,280924
367,3,331,남부터미널,2022-02,630580
368,3,332,양재,2022-02,782340
369,3,333,매봉,2022-02,252679
370,3,334,도곡,2022-02,110517
371,3,335,대치,2022-02,254650
372,3,336,학여울,2022-02,49594
373,3,337,대청,2022-02,211531
374,3,338,일원,2022-02,206754
375,3,339,수서,2022-02,382751
376,3,340,가락시장(3),2022-02,186999
377,3,341,경찰병원,2022-02,152858
378,3,342,오금(3),2022-02,130167
379,4,409,당고개,2022-02,286016
380,4,410,상계,2022-02,412493
381,4,411,노원(4),2022-02,423926
382,4,412,창동,2022-02,571704
383,4,413,쌍문,2022-02,638509
384,4,414,수유,2022-02,754871
385,4,415,미아,2022-02,323700
386,4,416,미아사거리,2022-02,606807
387,4,417,길음,2022-02,429995
388,4,418,성신여대입구,2022-02,440779
389,4,419,한성대입구,2022-02,287321
390,4,420,혜화,2022-02,717762
391,4,421,동대문(4),2022-02,387888
392,4,422,동대문역사문화공원(4),2022-02,320752
393,4,423,충무로(4),2022-02,514563
394,4,424,명동,2022-02,375702
395,4,425,회현,2022-02,475014
396,4,426,서울역(4),2022-02,218652
397,4,427,숙대입구,2022-02,273441
398,4,428,삼각지(4),2022-02,104495
399,4,429,신용산,2022-02,338452
400,4,430,이촌,2022-02,166371
401,4,431,동작,2022-02,43614
402,4,432,이수(총신대입구),2022-02,408223
403,4,433,사당(4),2022-02,545787
404,4,434,남태령,2022-02,25948
405,5,2511,방화,2022-02,144399
406,5,2512,개화산,2022-02,122893
407,5,2513,김포공항(5),2022-02,193136
408,5,2514,송정,2022-02,146102
409,5,2515,마곡,2022-02,223525
410,5,2516,발산,2022-02,433353
411,5,2517,우장산,2022-02,303856
412,5,2518,화곡,2022-02,618567
413,5,2519,까치산(5),2022-02,637018
414,5,2520,신정,2022-02,298269
415,5,2521,목동,2022-02,358771
416,5,2522,오목교,2022-02,477065
417,5,2523,양평(5),2022-02,155165
418,5,2524,영등포구청(5),2022-02,86831
419,5,2525,영등포시장,2022-02,224047
420,5,2526,신길(5),2022-02,88118
421,5,2527,여의도(5),2022-02,566259
422,5,2528,여의나루,2022-02,190355
423,5,2529,마포,2022-02,293487
424,5,2530,공덕(5),2022-02,276088
425,5,2531,애오개,2022-02,139805
426,5,2532,충정로(5),2022-02,93555
427,5,2533,서대문,2022-02,365242
428,5,2534,광화문,2022-02,583465
429,5,2535,종로3가(5),2022-02,278979
430,5,2536,을지로4가(5),2022-02,121202
431,5,2537,동대문역사문화공원(5),2022-02,56876
432,5,2538,청구(5),2022-02,87236
433,5,2539,신금호,2022-02,135297
434,5,2540,행당,2022-02,173354
435,5,2541,왕십리(5),2022-02,103925
436,5,2542,마장,2022-02,120143
437,5,2543,답십리,2022-02,355238
438,5,2544,장한평,2022-02,399650
439,5,2545,군자(5),2022-02,248295
440,5,2546,아차산,2022-02,329636
441,5,2547,광나루,2022-02,287136
442,5,2548,천호(5),2022-02,416214
443,5,2549,강동,2022-02,405577
444,5,2550,길동,2022-02,177601
445,5,2551,굽은다리,2022-02,209315
446,5,2552,명일,2022-02,186062
447,5,2553,고덕,2022-02,197877
448,5,2554,상일동,2022-02,317464
449,5,2555,둔촌동,2022-02,188069
450,5,2556,올림픽공원(5),2022-02,88523
451,5,2557,방이,2022-02,156882
452,5,2558,오금(5),2022-02,76513
453,5,2559,개롱,2022-02,136746
454,5,2560,거여,2022-02,201404
455,5,2561,마천,2022-02,151141
456,5,2562,강일,2022-02,85942
457,5,2563,미사,2022-02,348485
458,5,2564,하남풍산,2022-02,90395
459,5,2565,하남시청,2022-02,145259
460,5,2566,하남검단산,2022-02,130177
461,6,2611,응암,2022-02,385234
462,6,2612,역촌,2022-02,85782
463,6,2613,불광(6),2022-02,98776
464,6,2614,독바위,2022-02,59908
465,6,2616,구산,2022-02,164881
466,6,2617,새절,2022-02,272970
467,6,2618,증산,2022-02,221715
468,6,2619,디지털미디어시티(6),2022-02,280170
469,6,2620,월드컵경기장,2022-02,95420
470,6,2621,마포구청,2022-02,310854
471,6,2622,망원,2022-02,322547
472,6,2623,합정(6),2022-02,301353
473,6,2624,상수,2022-02,195458
474,6,2625,광흥창,2022-02,187825
475,6,2626,대흥,2022-02,170453
476,6,2627,공덕(6),2022-02,374068
477,6,2628,효창공원앞,2022-02,147833
478,6,2629,삼각지(6),2022-02,132872
479,6,2630,녹사평,2022-02,105648
480,6,2631,이태원,2022-02,236128
481,6,2632,한강진,2022-02,192198
482,6,2633,버티고개,2022-02,43437
483,6,2634,약수(6),2022-02,77745
484,6,2635,청구(6),2022-02,80791
485,6,2636,신당(6),2022-02,178746
486,6,2637,동묘앞(6),2022-02,184664
487,6,2638,창신,2022-02,72019
488,6,2639,보문,2022-02,160384
489,6,2640,안암,2022-02,214351
490,6,2641,고려대,2022-02,169250
491,6,2642,월곡,2022-02,246373
492,6,2643,상월곡,2022-02,133157
493,6,2644,돌곶이,2022-02,203174
494,6,2645,석계(6),2022-02,266021
495,6,2646,태릉입구(6),2022-02,120746
496,6,2647,화랑대,2022-02,244206
497,6,2648,봉화산,2022-02,191412
498,7,2711,장암,2022-02,48779
499,7,2712,도봉산(7),2022-02,198889
500,7,2713,수락산,2022-02,282835
501,7,2714,마들,2022-02,278196
502,7,2715,노원(7),2022-02,447051
503,7,2716,중계,2022-02,301062
504,7,2717,하계,2022-02,377128
505,7,2718,공릉,2022-02,262552
506,7,2719,태릉입구(7),2022-02,187826
507,7,2720,먹골,2022-02,226769
508,7,2721,중화,2022-02,238345
509,7,2722,상봉(7),2022-02,374986
510,7,2723,면목,2022-02,338063
511,7,2724,사가정,2022-02,356249
512,7,2725,용마산,2022-02,133663
513,7,2726,중곡,2022-02,232977
514,7,2727,군자(7),2022-02,330214
515,7,2728,어린이대공원,2022-02,276097
516,7,2729,건대입구(7),2022-02,277664
517,7,2730,뚝섬유원지,2022-02,167815
518,7,2731,청담,2022-02,398620
519,7,2732,강남구청,2022-02,342955
520,7,2733,학동,2022-02,484758
521,7,2734,논현,2022-02,418668
522,7,2735,반포,2022-02,125999
523,7,2736,고속터미널(7),2022-02,381245
524,7,2737,내방,2022-02,302907
525,7,2738,이수(7),2022-02,348655
526,7,2739,남성,2022-02,238540
527,7,2740,숭실대입구,2022-02,248662
528,7,2741,상도,2022-02,228025
529,7,2742,장승배기,2022-02,201594
530,7,2743,신대방삼거리,2022-02,359909
531,7,2744,보라매,2022-02,206861
532,7,2745,신풍,2022-02,255064
533,7,2746,대림(7),2022-02,184862
534,7,2747,남구로,2022-02,335535
535,7,2748,가산디지털단지(7),2022-02,888420
536,7,2749,철산,2022-02,448486
537,7,2750,광명사거리,2022-02,488888
538,7,2751,천왕,2022-02,239502
539,7,2752,온수(7),2022-02,211216
540,8,2811,암사,2022-02,406694
541,8,2812,천호(8),2022-02,334514
542,8,2813,강동구청,2022-02,224531
543,8,2814,몽촌토성,2022-02,133310
544,8,2815,잠실(8),2022-02,324937
545,8,2816,석촌(8),2022-02,173670
546,8,2817,송파,2022-02,160046
547,8,2818,가락시장(8),2022-02,162992
548,8,2819,문정,2022-02,436771
549,8,2820,장지,2022-02,370362
550,8,2821,복정(8),2022-02,199498
551,8,2822,산성,2022-02,114808
552,8,2823,남한산성입구,2022-02,290728
553,8,2824,단대오거리,2022-02,230712
554,8,2825,신흥,2022-02,96666
555,8,2826,수진,2022-02,119729
556,8,2827,모란(8),2022-02,105054
557,8,2828,남위례,2022-02,89108
558,9,4126,언주,2022-02,222930
559,9,4127,선정릉,2022-02,192133
560,9,4128,삼성중앙,2022-02,135881
561,9,4129,봉은사,2022-02,351482
562,9,4130,종합운동장(9),2022-02,91241
563,9,4131,삼전,2022-02,154492
564,9,4132,석촌고분,2022-02,134038
565,9,4133,석촌(9),2022-02,185701
566,9,4134,송파나루,2022-02,115598
567,9,4135,한성백제,2022-02,55797
568,9,4136,올림픽공원(9),2022-02,131805
569,9,4137,둔촌오륜,2022-02,21905
570,9,4138,중앙보훈병원,2022-02,213731
571,1,150,서울역(1),2022-03,988045
572,1,151,시청(1),2022-03,503092
573,1,152,종각,2022-03,764501
574,1,153,종로3가(1),2022-03,618069
575,1,154,종로5가,2022-03,551565
576,1,155,동대문(1),2022-03,290677
577,1,156,신설동(1),2022-03,344731
578,1,157,제기동,2022-03,432792
579,1,158,청량리,2022-03,512528
580,1,159,동묘앞(1),2022-03,240709
581,2,201,시청(2),2022-03,502146
582,2,202,을지로입구,2022-03,858242
583,2,203,을지로3가(2),2022-03,488777
584,2,204,을지로4가(2),2022-03,296409
585,2,205,동대문역사문화공원(2),2022-03,322836
586,2,206,신당(2),2022-03,347278
587,2,207,상왕십리,2022-03,345670
588,2,208,왕십리(2),2022-03,425724
589,2,209,한양대,2022-03,329785
590,2,210,뚝섬,2022-03,516841
591,2,211,성수,2022-03,865750
592,2,212,건대입구(2),2022-03,936845
593,2,213,구의,2022-03,580524
594,2,214,강변,2022-03,734389
595,2,215,잠실나루,2022-03,328730
596,2,216,잠실(2),2022-03,1641518
597,2,217,잠실새내,2022-03,513558
598,2,218,종합운동장(2),2022-03,235911
599,2,219,삼성,2022-03,1149362
600,2,220,선릉,2022-03,1236887
601,2,221,역삼,2022-03,1105511
602,2,222,강남,2022-03,1958650
603,2,223,교대(2),2022-03,769329
604,2,224,서초,2022-03,496398
605,2,225,방배,2022-03,441268
606,2,226,사당(2),2022-03,903833
607,2,227,낙성대,2022-03,688280
608,2,228,서울대입구,2022-03,1214465
609,2,229,봉천,2022-03,586228
610,2,230,신림,2022-03,1601634
611,2,231,신대방,2022-03,663638
612,2,232,구로디지털단지,2022-03,1378858
613,2,233,대림(2),2022-03,594735
614,2,234,신도림,2022-03,1161609
615,2,235,문래,2022-03,503934
616,2,236,영등포구청(2),2022-03,532541
617,2,237,당산,2022-03,448511
618,2,238,합정(2),2022-03,777513
619,2,239,홍대입구,2022-03,1448645
620,2,240,신촌,2022-03,852505
621,2,241,이대,2022-03,345818
622,2,242,아현,2022-03,258403
623,2,243,충정로(2),2022-03,231475
624,2,244,용답,2022-03,87325
625,2,245,신답,2022-03,40949
626,2,246,신설동(2),2022-03,93235
627,2,247,도림천,2022-03,34611
628,2,248,양천구청,2022-03,166120
629,2,249,신정네거리,2022-03,249704
630,2,250,용두,2022-03,60615
631,3,309,지축,2022-03,117690
632,3,310,구파발,2022-03,506119
633,3,311,연신내(3),2022-03,922891
634,3,312,불광(3),2022-03,405055
635,3,313,녹번,2022-03,378572
636,3,314,홍제,2022-03,436929
637,3,315,무악재,2022-03,95452
638,3,316,독립문,2022-03,177138
639,3,317,경복궁,2022-03,505743
640,3,318,안국,2022-03,483860
641,3,319,종로3가(3),2022-03,237987
642,3,320,을지로3가(3),2022-03,231341
643,3,322,동대입구,2022-03,214380
644,3,323,약수(3),2022-03,316379
645,3,324,금호,2022-03,193953
646,3,325,옥수,2022-03,219148
647,3,326,압구정,2022-03,752618
648,3,327,신사,2022-03,750870
649,3,328,잠원,2022-03,115277
650,3,329,고속터미널(3),2022-03,1036447
651,3,330,교대(3),2022-03,322992
652,3,331,남부터미널,2022-03,683056
653,3,332,양재,2022-03,875083
654,3,333,매봉,2022-03,278753
655,3,334,도곡,2022-03,125017
656,3,335,대치,2022-03,275248
657,3,336,학여울,2022-03,62433
658,3,337,대청,2022-03,240823
659,3,338,일원,2022-03,237256
660,3,339,수서,2022-03,421826
661,3,340,가락시장(3),2022-03,213117
662,3,341,경찰병원,2022-03,169892
663,3,342,오금(3),2022-03,145890
664,4,409,당고개,2022-03,294729
665,4,410,상계,2022-03,479810
666,4,411,노원(4),2022-03,481299
667,4,412,창동,2022-03,649690
668,4,413,쌍문,2022-03,726072
669,4,414,수유,2022-03,860806
670,4,415,미아,2022-03,382234
671,4,416,미아사거리,2022-03,687902
672,4,417,길음,2022-03,507745
673,4,418,성신여대입구,2022-03,532633
674,4,419,한성대입구,2022-03,344976
675,4,420,혜화,2022-03,812551
676,4,421,동대문(4),2022-03,468630
677,4,422,동대문역사문화공원(4),2022-03,366878
678,4,423,충무로(4),2022-03,644798
679,4,424,명동,2022-03,456435
680,4,425,회현,2022-03,560378
681,4,426,서울역(4),2022-03,245317
682,4,427,숙대입구,2022-03,343970
683,4,428,삼각지(4),2022-03,118237
684,4,429,신용산,2022-03,372281
685,4,430,이촌,2022-03,177381
686,4,431,동작,2022-03,52442
687,4,432,이수(총신대입구),2022-03,465449
688,4,433,사당(4),2022-03,617107
689,4,434,남태령,2022-03,30155
690,5,2511,방화,2022-03,164477
691,5,2512,개화산,2022-03,139332
692,5,2513,김포공항(5),2022-03,190148
693,5,2514,송정,2022-03,164196
694,5,2515,마곡,2022-03,249121
695,5,2516,발산,2022-03,494871
696,5,2517,우장산,2022-03,354772
697,5,2518,화곡,2022-03,702615
698,5,2519,까치산(5),2022-03,719578
699,5,2520,신정,2022-03,337186
700,5,2521,목동,2022-03,402665
701,5,2522,오목교,2022-03,521803
702,5,2523,양평(5),2022-03,175644
703,5,2524,영등포구청(5),2022-03,98515
704,5,2525,영등포시장,2022-03,249124
705,5,2526,신길(5),2022-03,100256
706,5,2527,여의도(5),2022-03,626087
707,5,2528,여의나루,2022-03,264055
708,5,2529,마포,2022-03,328510
709,5,2530,공덕(5),2022-03,313855
710,5,2531,애오개,2022-03,158737
711,5,2532,충정로(5),2022-03,107759
712,5,2533,서대문,2022-03,422858
713,5,2534,광화문,2022-03,663250
714,5,2535,종로3가(5),2022-03,310003
715,5,2536,을지로4가(5),2022-03,140259
716,5,2537,동대문역사문화공원(5),2022-03,63914
717,5,2538,청구(5),2022-03,98670
718,5,2539,신금호,2022-03,156665
